Gemeinde/Stadt,BdSt-Musterhaushalt Gesamtbelastung 2020 in Euro,Niederschlagswassergebührensatz in Euro,Schmutzwassergebührensatz in Euro,Sondergebühren NW in Euro,Grundgebühr jährlich in Euro,BdSt-Musterhaushalt Gesamtbelastung 2019 in Euro,Veränderung zum Vorjahr,Fernsehstudio,Hörfunk,Schmutzwassergebührensatz Durchschnitt in Euro,Niederschlagswassergebührensatz Durchschnitt in Euro,Sondergebühren NW Durchschnitt in Euro,Grundgebühr jährlich in Euro Durchschnitt,BdSt-Musterhaushalt Gesamtbelastung 2020 in Euro Durchschnitt,BdSt-Musterhaushalt Gesamtbelastung 2019 in Euro Durchschnitt,Veränderung zum Vorjahr Durchschnitt,Schmutzwassergebühr im Vergleich,Vergleich Schmutzwasser Text,Niederschlagsgebühren im Vergleich,Vergleich Schmutzwasser Text1,BdSt-Musterhaushalt Gesamtbelastung 2020 in Euro Vergleich zum Durchschnitt,X.1
Espelkamp,641.5,0.55,2.85,null,null,641.5,0,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-5.363252163,unter dem Durchschnitt,-35.36782781,unter dem Durchschnitt,-11.69921911,unter dem Durchschnitt
Essen,858.8,1.76,3.15,null,null,822.8,0.043753038,Essen,Essen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,4.598510767,über dem Durchschnitt,106.822951,über dem Durchschnitt,18.21155203,über dem Durchschnitt
Euskirchen,558.7,0.79,2.28,null,null,596.1,-0.062741151,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-24.29060173,unter dem Durchschnitt,-7.164698123,unter dem Durchschnitt,-23.09642045,unter dem Durchschnitt
Everswinkel,575.6,0.52,2.54,null,null,565,0.018761062,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-15.65707386,unter dem Durchschnitt,-38.89321902,unter dem Durchschnitt,-20.77018008,unter dem Durchschnitt
Extertal,944.6,0.7,3.71,null,111.6,957.6,-0.013575606,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,23.19380157,über dem Durchschnitt,-17.74087175,unter dem Durchschnitt,30.02169545,über dem Durchschnitt
Finnentrop,671.4,0.38,3.11,null,null,671.4,0,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,3.270275709,über dem Durchschnitt,-55.34504467,unter dem Durchschnitt,-7.58356307,unter dem Durchschnitt
Frechen,658.1,1.17,2.53,null,null,652.9,0.007964466,Köln,Köln,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-15.98913262,unter dem Durchschnitt,37.49025721,über dem Durchschnitt,-9.414272947,unter dem Durchschnitt
Freudenberg,1016.2,1.14,4.34,null,null,1016.2,0,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,44.11350372,über dem Durchschnitt,33.964866,über dem Durchschnitt,39.87724636,über dem Durchschnitt
Fröndenberg/Ruhr,1010.7,1.59,4.02,null,null,1030,-0.018737864,Dortmund,Dortmund,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,33.48762326,über dem Durchschnitt,86.84573416,über dem Durchschnitt,39.12018589,über dem Durchschnitt
Gangelt,627.6,0.72,2.67,null,null,627.6,0,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-11.34030992,unter dem Durchschnitt,-15.39061095,unter dem Durchschnitt,-13.6125174,unter dem Durchschnitt
Geilenkirchen,686.4,0.68,2.99,null,null,700.4,-0.019988578,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-0.714429463,unter dem Durchschnitt,-20.09113256,unter dem Durchschnitt,-5.518852683,unter dem Durchschnitt
Geldern,676.1,1.17,2.62,null,null,650.9,0.038715625,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-13.00060374,unter dem Durchschnitt,37.49025721,über dem Durchschnitt,-6.936620482,unter dem Durchschnitt
Gelsenkirchen,679.2,1.24,2.59,null,null,647.5,0.048957529,Essen,Essen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-13.99678004,unter dem Durchschnitt,45.71617003,über dem Durchschnitt,-6.509913669,unter dem Durchschnitt
Gescher,492.7,0.39,2.21,null,null,492.7,0,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-26.61501308,unter dem Durchschnitt,-54.16991426,unter dem Durchschnitt,-32.18114615,unter dem Durchschnitt
Geseke,782,0.6,3.52,null,null,797.6,-0.019558676,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,16.88468505,über dem Durchschnitt,-29.49217579,unter dem Durchschnitt,7.640234851,über dem Durchschnitt
Gevelsberg,807.4,1.18,3.27,null,null,797.4,0.012540757,Dortmund,Essen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,8.583215939,über dem Durchschnitt,38.66538761,über dem Durchschnitt,11.13647777,über dem Durchschnitt
Gladbeck,673.2,1.04,2.69,null,null,644.6,0.044368601,Essen,Essen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-10.67619239,unter dem Durchschnitt,22.21356196,über dem Durchschnitt,-7.335797824,unter dem Durchschnitt
Goch,810.3,1.11,3.33,null,null,761.8,0.063665004,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,10.57556852,über dem Durchschnitt,30.43947479,über dem Durchschnitt,11.53565512,über dem Durchschnitt
Grefrath,928.3,1.51,3.66,null,null,928.3,0,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,21.53350775,über dem Durchschnitt,77.44469093,über dem Durchschnitt,27.77804349,über dem Durchschnitt
Greven,647.8,0.86,2.68,null,null,614.6,0.054018874,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-11.00825116,unter dem Durchschnitt,1.061214701,über dem Durchschnitt,-10.83204075,unter dem Durchschnitt
Grevenbroich,812.7,1.39,3.16,null,null,783.6,0.037136294,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,4.930569531,über dem Durchschnitt,63.34312609,über dem Durchschnitt,11.86600878,über dem Durchschnitt
Gronau (Westf.),480.7,0.39,2.15,null,null,480.7,0,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-28.60736567,unter dem Durchschnitt,-54.16991426,unter dem Durchschnitt,-33.83291446,unter dem Durchschnitt
Gummersbach,873,1.1,3.65,null,null,873,0,Köln,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,21.20144898,über dem Durchschnitt,29.26434439,über dem Durchschnitt,20.16614453,über dem Durchschnitt
Gütersloh,639.5,0.75,2.71,null,null,629.6,0.015724269,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-10.01207486,unter dem Durchschnitt,-11.86521974,unter dem Durchschnitt,-11.97451383,unter dem Durchschnitt
Haan,534.5,0.65,2.25,null,null,534.5,0,Wuppertal,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-25.28677802,unter dem Durchschnitt,-23.61652377,unter dem Durchschnitt,-26.42748654,unter dem Durchschnitt
Hagen,663.8,1.26,2.5,null,null,662.5,0.001962264,Dortmund,Dortmund,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-16.98530892,unter dem Durchschnitt,48.06643084,über dem Durchschnitt,-8.629683,unter dem Durchschnitt
Halle (Westf.),428,0.6,1.75,null,null,428,0,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-41.88971624,unter dem Durchschnitt,-29.49217579,unter dem Durchschnitt,-41.08693029,unter dem Durchschnitt
Hallenberg,764.8,0.76,3.33,null,null,764.8,0,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,10.57556852,über dem Durchschnitt,-10.69008933,unter dem Durchschnitt,5.272700274,über dem Durchschnitt
Haltern am See,594,0.8,2.45,null,null,572.2,0.038098567,Dortmund,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-18.64560274,unter dem Durchschnitt,-5.98956772,unter dem Durchschnitt,-18.23746867,unter dem Durchschnitt
Halver,966.4,1.08,4.13,null,null,1040.3,-0.071037201,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,37.14026967,über dem Durchschnitt,26.91408358,über dem Durchschnitt,33.02240788,über dem Durchschnitt
Hamm,479.4,0.78,1.89,null,null,504.7,-0.050128789,Dortmund,Dortmund,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-37.24089354,unter dem Durchschnitt,-8.339828527,unter dem Durchschnitt,-34.01185603,unter dem Durchschnitt
Hamminkeln,672.3,0.91,2.77,null,null,635.2,0.058406801,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-8.019722278,unter dem Durchschnitt,6.936866719,über dem Durchschnitt,-7.459680447,unter dem Durchschnitt
Harsewinkel,552.5,0.41,1.98,null,103.2,552.5,0,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-34.25236466,unter dem Durchschnitt,-51.81965346,unter dem Durchschnitt,-23.94983407,unter dem Durchschnitt
Hattingen,617.5,0.75,2.6,null,null,630.9,-0.021239499,Dortmund,Essen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-13.66472127,unter dem Durchschnitt,-11.86521974,unter dem Durchschnitt,-15.00275573,unter dem Durchschnitt
Havixbeck,507.1,0.47,2.23,null,null,473.8,0.07028282,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-25.95089555,unter dem Durchschnitt,-44.76887104,unter dem Durchschnitt,-30.19902418,unter dem Durchschnitt
Heek,593.1,0.27,2.79,null,null,593.1,0,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-7.355604749,unter dem Durchschnitt,-68.27147911,unter dem Durchschnitt,-18.36135129,unter dem Durchschnitt
Heiden,469.8,0.46,2.05,null,null,473.7,-0.008233059,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-31.92795331,unter dem Durchschnitt,-45.94400144,unter dem Durchschnitt,-35.33327067,unter dem Durchschnitt
Heiligenhaus,725.2,1.24,2.82,null,null,725.2,0,Wuppertal,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-6.359428456,unter dem Durchschnitt,45.71617003,über dem Durchschnitt,-0.178135148,unter dem Durchschnitt
Heimbach,1028.2,1.14,3.72,null,136,1034.7,-0.006282014,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,23.52586033,über dem Durchschnitt,33.964866,über dem Durchschnitt,41.52901467,über dem Durchschnitt
Heinsberg,633.2,0.64,2.75,null,null,633.2,0,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-8.683839807,unter dem Durchschnitt,-24.79165418,unter dem Durchschnitt,-12.84169219,unter dem Durchschnitt
Hellenthal,825.4,0.76,3.03,null,120.6,864,-0.044675926,Aachen,Aachen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,0.613805595,über dem Durchschnitt,-10.69008933,unter dem Durchschnitt,13.61413024,über dem Durchschnitt
Hemer,612.3,0.71,2.6,null,null,605,0.012066116,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-13.66472127,unter dem Durchschnitt,-16.56574135,unter dem Durchschnitt,-15.718522,unter dem Durchschnitt
Hennef (Sieg),1114.6,1.22,4.78,null,null,1114.6,0,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,58.72408935,über dem Durchschnitt,43.36590923,über dem Durchschnitt,53.4217465,über dem Durchschnitt
Herdecke,626.4,1.08,2.43,null,null,599.1,0.045568353,Dortmund,Essen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-19.30972027,unter dem Durchschnitt,26.91408358,über dem Durchschnitt,-13.77769423,unter dem Durchschnitt
Herford,893.9,1.03,3.8,null,null,866.7,0.031383408,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,26.18233045,über dem Durchschnitt,21.03843156,über dem Durchschnitt,23.04297434,über dem Durchschnitt
Herne,664.6,1.42,2.4,null,null,640.8,0.037141074,Essen,Essen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-20.30589656,unter dem Durchschnitt,66.8685173,über dem Durchschnitt,-8.519565112,unter dem Durchschnitt
Herscheid,875.9,0.83,3.84,null,null,875.9,0,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,27.51056551,über dem Durchschnitt,-2.464176509,unter dem Durchschnitt,20.56532188,über dem Durchschnitt
Herten,710.1,0.97,2.92,null,null,754,-0.058222812,Dortmund,Essen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-3.038840813,unter dem Durchschnitt,13.98764914,über dem Durchschnitt,-2.256610271,unter dem Durchschnitt
Herzebrock-Clarholz,639.9,0.43,2.92,null,null,639.9,0,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-3.038840813,unter dem Durchschnitt,-49.46939265,unter dem Durchschnitt,-11.91945488,unter dem Durchschnitt
Herzogenrath,861.2,1.04,3.63,null,null,878,-0.019134396,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,20.53733146,über dem Durchschnitt,22.21356196,über dem Durchschnitt,18.5419057,über dem Durchschnitt
Hiddenhausen,859.7,1.09,3.59,null,null,859.7,0,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,19.2090964,über dem Durchschnitt,28.08921398,über dem Durchschnitt,18.33543466,über dem Durchschnitt
Hilchenbach,612.76,0.76,2.4,null,33.96,580.16,0.056191395,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-20.30589656,unter dem Durchschnitt,-10.69008933,unter dem Durchschnitt,-15.65520421,unter dem Durchschnitt
Hilden,479.2,0.84,1.85,null,null,476.6,0.005455308,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-38.5691286,unter dem Durchschnitt,-1.289046106,unter dem Durchschnitt,-34.0393855,unter dem Durchschnitt
Hille,920.1,0.57,4.23,null,null,920.1,0,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,40.46085732,über dem Durchschnitt,-33.017567,unter dem Durchschnitt,26.64933515,über dem Durchschnitt
Holzwickede,817,1.3,3.24,null,null,764.5,0.068672335,Dortmund,Dortmund,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,7.587039646,über dem Durchschnitt,52.76695246,über dem Durchschnitt,12.45789242,über dem Durchschnitt
Hopsten,777.3,0.21,3.75,null,null,781.2,-0.00499232,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,24.52203663,über dem Durchschnitt,-75.32226153,unter dem Durchschnitt,6.993292263,über dem Durchschnitt
Horn-Bad Meinberg,850.6,0.42,3.98,null,null,850.6,0,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,32.15938821,über dem Durchschnitt,-50.64452305,unter dem Durchschnitt,17.08284369,über dem Durchschnitt
Hörstel,707.6,0.52,3.2,null,null,709.6,-0.002818489,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,6.258804588,über dem Durchschnitt,-38.89321902,unter dem Durchschnitt,-2.600728669,unter dem Durchschnitt
Horstmar,586.7,0.37,2.2,null,98.6,586.7,0,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-26.94707185,unter dem Durchschnitt,-56.52017507,unter dem Durchschnitt,-19.24229439,unter dem Durchschnitt
Hövelhof,389.5,0.15,1.85,null,null,389.5,0,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-38.5691286,unter dem Durchschnitt,-82.37304395,unter dem Durchschnitt,-46.38635361,unter dem Durchschnitt
Höxter,815.2,0.64,3.66,null,null,815.2,0,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,21.53350775,über dem Durchschnitt,-24.79165418,unter dem Durchschnitt,12.21012718,über dem Durchschnitt
Hückelhoven,673.5,0.75,2.88,null,null,690.1,-0.024054485,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-4.36707587,unter dem Durchschnitt,-11.86521974,unter dem Durchschnitt,-7.294503616,unter dem Durchschnitt
Hückeswagen,920.7,0.99,3.96,null,null,896.9,0.026535846,Wuppertal,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,31.49527068,über dem Durchschnitt,16.33790995,über dem Durchschnitt,26.73192356,über dem Durchschnitt
Hüllhorst,627.2,0.44,2.4,null,90,598.5,0.047953216,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-20.30589656,unter dem Durchschnitt,-48.29426225,unter dem Durchschnitt,-13.66757634,unter dem Durchschnitt
Hünxe,667.5,0.75,2.85,null,null,661,0.009833585,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-5.363252163,unter dem Durchschnitt,-11.86521974,unter dem Durchschnitt,-8.120387771,unter dem Durchschnitt
Hürtgenwald,921.42,1.19,3.26,null,114.72,921.42,0,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,8.251157174,über dem Durchschnitt,39.84051802,über dem Durchschnitt,26.83102966,über dem Durchschnitt
Hürth,669,1.5,2.37,null,null,705.4,-0.051601928,Köln,Köln,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-21.30207285,unter dem Durchschnitt,76.26956053,über dem Durchschnitt,-7.913916732,unter dem Durchschnitt
Ibbenbüren,636.2,0.54,2.83,null,null,633,0.005055292,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-6.027369692,unter dem Durchschnitt,-36.54295821,unter dem Durchschnitt,-12.42875011,unter dem Durchschnitt
Inden,595.9,0.83,2.44,null,null,642.6,-0.072673514,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-18.9776615,unter dem Durchschnitt,-2.464176509,unter dem Durchschnitt,-17.97593869,unter dem Durchschnitt
Iserlohn,596.1,0.77,2.48,null,null,623.5,-0.043945469,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-17.64942644,unter dem Durchschnitt,-9.51495893,unter dem Durchschnitt,-17.94840921,unter dem Durchschnitt
Isselburg,729.1,0.67,3.21,null,null,729.1,0,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,6.590863353,über dem Durchschnitt,-21.26626297,unter dem Durchschnitt,0.358689553,über dem Durchschnitt
Issum,639.7,0.89,2.62,null,null,550.8,0.161401598,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-13.00060374,unter dem Durchschnitt,4.586605912,über dem Durchschnitt,-11.94698435,unter dem Durchschnitt
Jüchen,751.1,0.87,3.19,null,null,768,-0.022005208,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,5.926745824,über dem Durchschnitt,2.236345105,über dem Durchschnitt,3.386931454,über dem Durchschnitt
Jülich,861.4,1.38,3.41,null,null,870.6,-0.010567425,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,13.23203864,über dem Durchschnitt,62.16799568,über dem Durchschnitt,18.56943517,über dem Durchschnitt
Kaarst,506.8,0.76,2.04,null,null,506.8,0,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-32.26001207,unter dem Durchschnitt,-10.69008933,unter dem Durchschnitt,-30.24031839,unter dem Durchschnitt
Kalkar,538.6,1.02,2.03,null,null,523,0.029827916,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-32.59207084,unter dem Durchschnitt,19.86330116,über dem Durchschnitt,-25.86313236,unter dem Durchschnitt
Kall,982.2,0.94,4.3,null,null,982.2,0,Aachen,Aachen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,42.78526867,über dem Durchschnitt,10.46225793,über dem Durchschnitt,35.19723615,über dem Durchschnitt
Kalletal,936.5,0.65,4.26,null,null,998.5,-0.06209314,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,41.45703361,über dem Durchschnitt,-23.61652377,unter dem Durchschnitt,28.90675184,über dem Durchschnitt
Kamen,799.8,1.66,2.92,null,null,799.8,0,Dortmund,Dortmund,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-3.038840813,unter dem Durchschnitt,95.07164698,über dem Durchschnitt,10.09035784,über dem Durchschnitt
Kamp-Lintfort,748.2,0.74,3.26,null,null,748.2,0,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,8.251157174,über dem Durchschnitt,-13.04035014,unter dem Durchschnitt,2.987754112,über dem Durchschnitt
Kempen,641,0.7,2.75,null,null,636.1,0.007703191,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-8.683839807,unter dem Durchschnitt,-17.74087175,unter dem Durchschnitt,-11.76804279,unter dem Durchschnitt
Kerken,690.8,1.36,2.57,null,null,614.7,0.123800228,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-14.66089756,unter dem Durchschnitt,59.81773488,über dem Durchschnitt,-4.913204303,unter dem Durchschnitt
Kerpen,506,0.8,2.01,null,null,512.5,-0.012682927,Köln,Köln,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-33.25618837,unter dem Durchschnitt,-5.98956772,unter dem Durchschnitt,-30.35043627,unter dem Durchschnitt
Kevelaer,604.4,0.88,2.45,null,null,570.5,0.05942156,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-18.64560274,unter dem Durchschnitt,3.411475508,über dem Durchschnitt,-16.80593613,unter dem Durchschnitt
Kierspe,815.6,0.72,3.61,null,null,770.5,0.05853342,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,19.87321393,über dem Durchschnitt,-15.39061095,unter dem Durchschnitt,12.26518612,über dem Durchschnitt
Kirchhundem,846.7,0.79,3.72,null,null,846.7,0,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,23.52586033,über dem Durchschnitt,-7.164698123,unter dem Durchschnitt,16.54601899,über dem Durchschnitt
Kirchlengern,783,null,3.24,135,null,765,0.023529412,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,7.587039646,über dem Durchschnitt,-100,unter dem Durchschnitt,7.777882211,über dem Durchschnitt
Kleve,530.8,0.36,2.42,null,null,516.9,0.026891081,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-19.64177903,unter dem Durchschnitt,-57.69530547,unter dem Durchschnitt,-26.93678177,unter dem Durchschnitt
Köln,473.1,1.27,1.54,null,null,473.1,0,Köln,Köln,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-48.86295029,unter dem Durchschnitt,49.24156124,über dem Durchschnitt,-34.87903439,unter dem Durchschnitt
Königswinter,867.8,1.06,3.65,null,null,871.2,-0.003902663,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,21.20144898,über dem Durchschnitt,24.56382277,über dem Durchschnitt,19.45037827,über dem Durchschnitt
Korschenbroich,755.5,1.35,2.9,null,null,755.5,0,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-3.702958342,unter dem Durchschnitt,58.64260447,über dem Durchschnitt,3.992579834,über dem Durchschnitt
Kranenburg,532.1,0.57,2.29,null,null,525.6,0.012366819,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-23.95854297,unter dem Durchschnitt,-33.017567,unter dem Durchschnitt,-26.7578402,unter dem Durchschnitt
Krefeld,796.2,1.14,3.24,null,null,826.2,-0.036310821,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,7.587039646,über dem Durchschnitt,33.964866,über dem Durchschnitt,9.594827351,über dem Durchschnitt
Kreuzau,600.6,0.42,2.73,null,null,589.5,0.018829517,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-9.347957335,unter dem Durchschnitt,-50.64452305,unter dem Durchschnitt,-17.3289961,unter dem Durchschnitt
Kreuztal,504.9,0.73,2.05,null,null,504.9,0,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-31.92795331,unter dem Durchschnitt,-14.21548054,unter dem Durchschnitt,-30.50184837,unter dem Durchschnitt
Kürten,1043.6,1.32,4.36,null,null,1075,-0.029209302,Köln,Köln,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,44.77762125,über dem Durchschnitt,55.11721326,über dem Durchschnitt,43.648784,über dem Durchschnitt
Ladbergen,779.1,0.27,3.72,null,null,781.7,-0.003326084,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,23.52586033,über dem Durchschnitt,-68.27147911,unter dem Durchschnitt,7.24105751,über dem Durchschnitt
